measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,98,Tobacco,3,Rate,1995,27.895112573989998,33.62164477521,22.305105215010002
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,98,Tobacco,3,Rate,2000,29.524145175690002,36.25512195711,24.5222706221
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,98,Tobacco,3,Rate,2005,29.96639192555,35.77840870345,23.56920829343
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,98,Tobacco,3,Rate,1990,52.8273494931,64.77077790185,39.10560692286
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,98,Tobacco,3,Rate,1995,53.085016228140006,66.99871856016,39.581835332640004
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,98,Tobacco,3,Rate,2000,50.68583552292,63.35763148395,39.770306617239996
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,98,Tobacco,3,Rate,2005,49.393183842010004,60.87134673759,37.59622946647
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,441,Colon and rectum cancer,125,Low physical activity,3,Rate,1990,32.889060694120005,47.75755041509,17.8912365803
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,441,Colon and rectum cancer,125,Low physical activity,3,Rate,1995,31.09295352579,45.52653566466,17.05720074325
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,441,Colon and rectum cancer,125,Low physical activity,3,Rate,2000,30.46065777626,42.98670236667,16.34958356925
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,441,Colon and rectum cancer,125,Low physical activity,3,Rate,2005,26.80475808691,36.28260180308,14.991330373639999
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",110,Dietary risks,3,Rate,1990,27.48473907408,43.7160882416,14.31262013902
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",110,Dietary risks,3,Rate,1995,22.02878826143,33.42704170277,10.89839228081
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",110,Dietary risks,3,Rate,2000,18.1881000816,26.92756816538,8.87307941955
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",110,Dietary risks,3,Rate,2005,15.70939725349,23.15572184196,7.843842818
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,471,Kidney cancer,126,Occupational risks,3,Rate,1990,0.03122376977,0.05802161813,0.0066821386900000005
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,471,Kidney cancer,126,Occupational risks,3,Rate,1995,0.0330703419,0.06123977932000001,0.007140740380000001
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,471,Kidney cancer,126,Occupational risks,3,Rate,2000,0.03527678635,0.06395664784999999,0.00770022894
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,471,Kidney cancer,126,Occupational risks,3,Rate,2005,0.03741917487,0.06820102574,0.00784450922
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,444,Lip and oral cavity cancer,98,Tobacco,3,Rate,1990,28.315162716920003,37.02413488668,21.13539622799
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,444,Lip and oral cavity cancer,98,Tobacco,3,Rate,1995,28.291936581299996,36.93718825795,21.262907855890003
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,444,Lip and oral cavity cancer,98,Tobacco,3,Rate,2000,26.223256143279997,35.39864605155,19.299656232089998
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,444,Lip and oral cavity cancer,98,Tobacco,3,Rate,2005,27.19405019384,35.23058253366,19.716608382569998
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,1990,2.24857325565,3.48632432369,-1.34880029029
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,1995,2.10713050753,3.4190003403600002,-1.13197324213
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,2000,2.15263287818,3.6323086503499997,-1.03666979002
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,2005,2.39432451647,4.2772901245299995,-1.01973216455
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,3,Rate,1990,10.18654112451,22.177032504590002,-2.23602727434
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,3,Rate,1995,14.27269406254,28.659185148789998,-3.09970132218
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,3,Rate,2000,19.147639971380002,39.090778054750004,-3.90713463107
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,3,Rate,2005,23.44242332118,49.62740139729,-4.53066986264
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,450,Other pharynx cancer,102,High alcohol use,3,Rate,1990,4.7574296383,7.0371723165,2.03150723693
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,450,Other pharynx cancer,102,High alcohol use,3,Rate,1995,4.69407956623,6.70592359583,2.16149768407
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,450,Other pharynx cancer,102,High alcohol use,3,Rate,2000,5.09422025306,6.8834740732199995,2.55830967905
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,450,Other pharynx cancer,102,High alcohol use,3,Rate,2005,6.14986225343,7.64224167393,3.46602485903
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,108,High body-mass index,3,Rate,1990,4.78831951132,6.453817819129999,3.02965665925
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,108,High body-mass index,3,Rate,1995,4.89608155366,6.68947785475,3.1438233141200005
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,108,High body-mass index,3,Rate,2000,5.35094998772,7.353286989580001,3.41363380511
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,108,High body-mass index,3,Rate,2005,5.76014129905,7.87207683575,3.7580562454499997
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",85,Air pollution,3,Rate,1990,206.67862640908,379.10523713414,64.06137980188
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",85,Air pollution,3,Rate,1995,221.91942335477998,370.93768465986,117.93148970754999
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",85,Air pollution,3,Rate,2000,191.31348553446,272.86806995918,115.33911254087
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",85,Air pollution,3,Rate,2005,177.51576662867998,252.50531762461,106.98461760345
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,3,Rate,1990,14.600690231159998,17.20715815195,12.505773053379999
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,3,Rate,1995,18.76825810833,22.431093555969998,16.22194318211
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,3,Rate,2000,18.69030452178,22.716489480939998,15.93605286301
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,3,Rate,2005,22.43170660267,27.16488927274,18.86850649641
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,3,Rate,1990,3.7089065310200002,5.04645587708,2.68517240055
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,3,Rate,1995,3.8451221865400003,5.01010129004,2.77529819079
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,3,Rate,2000,3.6775323326200002,4.82053020221,2.63529239855
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,3,Rate,2005,3.59454784766,4.67109407588,2.6403499592
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,98,Tobacco,3,Rate,1990,7.49993758273,12.8262919118,3.31448905237
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,98,Tobacco,3,Rate,1995,8.36193606268,13.86856836064,3.7768795994499995
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,98,Tobacco,3,Rate,2000,8.125878894349999,14.22285229661,3.3927712415399998
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,98,Tobacco,3,Rate,2005,8.35084454069,15.57238358643,3.64333937357
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,102,High alcohol use,3,Rate,1990,1.8448544487499998,6.82977026416,0.03328981884
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,102,High alcohol use,3,Rate,1995,2.18018739622,8.04896613605,0.045063257270000004
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,102,High alcohol use,3,Rate,2000,2.40373257546,8.17589947039,0.05925312785
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,438,Prostate cancer,102,High alcohol use,3,Rate,2005,2.79019937593,8.466744326279999,0.08464908655
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,444,Lip and oral cavity cancer,102,High alcohol use,3,Rate,1990,6.9496876387599995,10.07576239309,2.63175101839
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,444,Lip and oral cavity cancer,102,High alcohol use,3,Rate,1995,6.150740154849999,8.83419469204,2.1569384791
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,444,Lip and oral cavity cancer,102,High alcohol use,3,Rate,2000,5.61830655634,8.5021403963,1.85437281298
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,444,Lip and oral cavity cancer,102,High alcohol use,3,Rate,2005,6.16803188582,9.94671792286,2.00331135021
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,3,Rate,1990,26.307582099799998,31.34910450311,22.25227916705
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,3,Rate,1995,26.02773714908,30.75680288081,22.15329147255
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,3,Rate,2000,23.16167572331,26.979746712989996,19.65370443202
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,3,Rate,2005,21.93669795844,25.67749577647,18.29311365915
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,3,Rate,1990,2.65083970461,3.94209117277,1.5969070801199998
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,3,Rate,1995,2.67652472393,3.9120675212299996,1.5761454322500001
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,3,Rate,2000,2.3715726934699997,3.46436336679,1.33043666886
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,3,Rate,2005,2.30922710061,3.34684752855,1.31810960416
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,3,Rate,1990,10.63435852377,62.447896121430006,-8e-11
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,3,Rate,1995,10.20095252036,58.23972286316,-1.1e-10
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,3,Rate,2000,9.79047919772,55.29777109911001,-1.5399999999999999e-09
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,3,Rate,2005,9.45477266676,54.15185832765,-4.29e-09
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,3,Rate,1990,8.20938639206,13.15744613913,3.6946547126900002
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,3,Rate,1995,11.57731407241,18.27571454792,5.38398577598
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,3,Rate,2000,13.723310955210001,20.62515100083,6.44803686059
2,DALYs (Disability-Adjusted Life Years),526,Arkansas,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,3,Rate,2005,18.15267949242,27.942241822430002,8.49683788193
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,480,Thyroid cancer,108,High body-mass index,3,Rate,1990,1.8260816063799998,2.5659331231099998,1.22189438859
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,480,Thyroid cancer,108,High body-mass index,3,Rate,1995,2.07019642601,2.95841946526,1.38975603375
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,480,Thyroid cancer,108,High body-mass index,3,Rate,2000,2.45255779408,3.45857151745,1.67564971563
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,480,Thyroid cancer,108,High body-mass index,3,Rate,2005,2.6768053911000003,3.65408307928,1.8109152288200001
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,3,Rate,1990,837.18491546167,894.5791057439,776.75104042302
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,3,Rate,1995,730.72625497388,793.04163758021,671.19673356141
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,3,Rate,2000,649.52665818896,706.55682228468,590.8436811509799
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,3,Rate,2005,548.0992446433701,600.18206489817,493.69961630400996
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,1990,18.94694050396,23.455197758809998,14.68823091942
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,1995,16.67359883536,20.912215926560002,13.02266900069
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,2000,15.14720605449,18.96677156142,11.93645549062
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,2005,12.932128541790002,16.272547266980002,10.08359292847
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,1990,2.35627101148,3.85112705269,-1.1878944952000001
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,1995,2.3907823989100003,3.99561587553,-1.10258752441
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,2000,2.5305268011999997,4.361500159279999,-1.11074596994
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,3,Rate,2005,2.73806586048,4.9917804604,-1.16920824179
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,1990,19.265270453400003,24.20037416294,15.069741649730002
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,1995,16.96486519082,21.17874367339,13.208792428790002
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,2000,15.092318938739998,18.86487513473,11.79237210538
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,3,Rate,2005,13.29366333042,17.3023283133,10.13393716315
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,3,Rate,1990,15.98882366524,23.540797219159998,9.51213895667
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,3,Rate,1995,15.4821613306,22.32447425737,9.29631724687
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,3,Rate,2000,15.238429135199999,21.31619325438,9.26306558256
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,3,Rate,2005,14.325006099909999,19.548535593529998,8.90469916695
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,3,Rate,1990,32.67190625143,40.30712115426,25.0629104874
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,3,Rate,1995,39.67646522916,48.8266534279,30.66265363637
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,3,Rate,2000,46.324089238970004,58.18543882912,35.767286540849994
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,3,Rate,2005,54.33900165136,67.02816687648,40.78398849064
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,441,Colon and rectum cancer,98,Tobacco,3,Rate,1990,20.15606113519,29.186620172330002,11.91459661791
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,441,Colon and rectum cancer,98,Tobacco,3,Rate,1995,21.95057135136,30.540230001789997,13.26555109969
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,441,Colon and rectum cancer,98,Tobacco,3,Rate,2000,21.99146556371,30.88798689759,13.11091470377
2,DALYs (Disability-Adjusted Life Years),524,Alaska,3,Both,22,All ages,441,Colon and rectum cancer,98,Tobacco,3,Rate,2005,21.5870914638,31.16082408877,12.59313911584
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,3,Rate,1990,8.54273082862,14.013245164019999,4.954822925589999
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,3,Rate,1995,8.29879045379,13.25437495806,4.83461777005
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,3,Rate,2000,9.68896069922,15.13790693771,5.607817460370001
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,3,Rate,2005,10.69050711348,16.89131587844,6.38030953212
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,441,Colon and rectum cancer,102,High alcohol use,3,Rate,1990,27.54501404381,63.56359487659,7.22636897369
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,441,Colon and rectum cancer,102,High alcohol use,3,Rate,1995,27.12274740406,60.40818865896001,8.08567438344
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,441,Colon and rectum cancer,102,High alcohol use,3,Rate,2000,28.53212270359,56.67257626057,8.7164026723
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,441,Colon and rectum cancer,102,High alcohol use,3,Rate,2005,29.20073763378,55.12557334702,9.250841351390001
2,DALYs (Disability-Adjusted Life Years),525,Arizona,3,Both,22,All ages,441,Colon and rectum cancer,108,High body-mass index,3,Rate,2005,60.88845695658,88.62542519728,30.710322980129998
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,105,High fasting plasma glucose,3,Rate,1990,30.09441145804,49.851710257149996,18.750602215809998
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,105,High fasting plasma glucose,3,Rate,1995,32.9297833948,58.80471702917,20.34891784564
2,DALYs (Disability-Adjusted Life Years),523,Alabama,3,Both,22,All ages,429,Breast cancer,105,High fasting plasma glucose,3,Rate,2000,34.86169322873,57.29098415560001,21.16142647089
